HistocapSECH101_2	1246088	1272707	HistocapHCH143_2	1620410	1646999	color=b3b1b2
HistocapSECH101_2	4223504	4249993	HistocapHCH143_2	4650187	4676628	color=b3b1b2
HistocapSECH101_2	4472047	4495743	HistocapHCH143_2	4837849	4861516	color=b3b1b2
HistocapSECH101_2	2487185	2509412	HistocapHCH143_2	2674268	2696483	color=b3b1b2
HistocapSECH101_2	4412454	4433078	HistocapHCH143_2	4785038	4805666	color=b3b1b2
HistocapSECH101_2	4752251	4772377	HistocapHCH143_2	5188946	5208899	color=b3b1b2
HistocapSECH101_2	425351	445235	HistocapHCH143_2	634772	654621	color=b3b1b2
HistocapSECH101_2	347424	367031	HistocapHCH143_2	557931	577417	color=b3b1b2
HistocapSECH101_2	3814683	3834005	HistocapHCH143_2	4158280	4177541	color=b3b1b2
HistocapSECH101_2	2663759	2682816	HistocapHCH143_2	2853772	2872842	color=b3b1b2
HistocapSECH101_2	3174484	3193532	HistocapHCH143_2	3436454	3455471	color=b3b1b2
HistocapSECH101_2	3483109	3501265	HistocapHCH143_2	4200991	4182886	color=b3b1b2
HistocapSECH101_2	3319796	3337855	HistocapHCH143_2	3546346	3564387	color=b3b1b2
HistocapSECH101_2	2926992	2944925	HistocapHCH143_2	3132450	3150420	color=b3b1b2
HistocapSECH101_2	4549025	4566630	HistocapHCH143_2	4910446	4927936	color=b3b1b2
HistocapSECH101_2	4891498	4908803	HistocapHCH143_2	5331101	5348343	color=b3b1b2
HistocapSECH101_2	3988542	4005469	HistocapHCH143_2	4445483	4462404	color=b3b1b2
HistocapSECH101_2	4440581	4457494	HistocapHCH143_2	4820795	4837471	color=b3b1b2
HistocapSECH101_2	4688208	4705100	HistocapHCH143_2	5129900	5146684	color=b3b1b2
HistocapSECH101_2	1441373	1458132	HistocapHCH143_2	1745617	1762277	color=b3b1b2
HistocapSECH101_2	3437833	3454492	HistocapHCH143_2	3736561	3753155	color=b3b1b2
HistocapSECH101_2	2423503	2440078	HistocapHCH143_2	2586746	2603309	color=b3b1b2
HistocapSECH101_2	2752158	2768712	HistocapHCH143_2	2930282	2946814	color=b3b1b2
HistocapSECH101_2	2510199	2526093	HistocapHCH143_2	2696584	2712509	color=b3b1b2
HistocapSECH101_2	2020871	2036590	HistocapHCH143_2	2346326	2362083	color=b3b1b2
HistocapSECH101_2	4349546	4365237	HistocapHCH143_2	4724954	4740532	color=b3b1b2
HistocapSECH101_2	2384775	2400415	HistocapHCH143_2	2548162	2563784	color=b3b1b2
HistocapSECH101_2	3008312	3023907	HistocapHCH143_2	3736336	3720744	color=b3b1b2
HistocapSECH101_2	296440	311967	HistocapHCH143_2	507804	523166	color=b3b1b2
HistocapSECH101_2	935228	950570	HistocapHCH143_2	1260460	1275747	color=b3b1b2
HistocapSECH101_2	1272871	1287958	HistocapHCH143_2	1646996	1662105	color=b3b1b2
HistocapSECH101_2	2590563	2605457	HistocapHCH143_2	2813034	2827824	color=b3b1b2
HistocapSECH101_2	4804057	4818392	HistocapHCH143_2	5238824	5253172	color=b3b1b2
HistocapSECH101_2	1139781	1153828	HistocapHCH143_2	1494814	1508828	color=b3b1b2
HistocapSECH101_2	3090975	3104928	HistocapHCH143_2	3341682	3355660	color=b3b1b2
HistocapSECH101_2	4874012	4887957	HistocapHCH143_2	5313643	5327456	color=b3b1b2
HistocapSECH101_2	898625	912374	HistocapHCH143_2	1221217	1235002	color=b3b1b2
HistocapSECH101_2	4158012	4171757	HistocapHCH143_2	4600736	4614404	color=b3b1b2
HistocapSECH101_2	1604269	1618006	HistocapHCH143_2	1960858	1974578	color=b3b1b2
HistocapSECH101_2	810441	823963	HistocapHCH143_2	1093242	1106749	color=b3b1b2
HistocapSECH101_2	4956596	4969872	HistocapHCH143_2	5391430	5404688	color=b3b1b2
HistocapSECH101_2	3206033	3219244	HistocapHCH143_2	3464662	3477870	color=b3b1b2
HistocapSECH101_2	2968428	2981599	HistocapHCH143_2	3172385	3185530	color=b3b1b2
HistocapSECH101_2	4786342	4799461	HistocapHCH143_2	5222416	5235579	color=b3b1b2
HistocapSECH101_2	2727913	2740783	HistocapHCH143_2	2907915	2920805	color=b3b1b2
HistocapSECH101_2	3906844	3919564	HistocapHCH143_2	4363889	4376512	color=b3b1b2
HistocapSECH101_2	1062245	1074941	HistocapHCH143_2	1425921	1438552	color=b3b1b2
HistocapSECH101_2	376826	389418	HistocapHCH143_2	586377	598973	color=b3b1b2
HistocapSECH101_2	3925731	3938279	HistocapHCH143_2	4382532	4395068	color=b3b1b2
HistocapSECH101_2	4835245	4847738	HistocapHCH143_2	5276952	5289374	color=b3b1b2
HistocapSECH101_2	718414	730904	HistocapHCH143_2	962398	974843	color=b3b1b2
HistocapSECH101_2	3634723	3647099	HistocapHCH143_2	3951926	3964261	color=b3b1b2
HistocapSECH101_2	2944799	2957171	HistocapHCH143_2	3150521	3162850	color=b3b1b2
HistocapSECH101_2	4130219	4142561	HistocapHCH143_2	4573565	4585969	color=b3b1b2
HistocapSECH101_2	1937699	1949869	HistocapHCH143_2	2271612	2283778	color=b3b1b2
HistocapSECH101_2	102404	114294	HistocapHCH143_2	145777	157415	color=b3b1b2
HistocapSECH101_2	156340	168126	HistocapHCH143_2	261812	273522	color=b3b1b2
HistocapSECH101_2	1087115	1098872	HistocapHCH143_2	1445381	1457121	color=b3b1b2
HistocapSECH101_2	1586052	1597767	HistocapHCH143_2	1943102	1954739	color=b3b1b2
HistocapSECH101_2	2005113	2016789	HistocapHCH143_2	2330518	2342225	color=b3b1b2
HistocapSECH101_2	1021298	1032910	HistocapHCH143_2	1384714	1396215	color=b3b1b2
HistocapSECH101_2	3060429	3071861	HistocapHCH143_2	3309170	3320655	color=b3b1b2
HistocapSECH101_2	333165	344555	HistocapHCH143_2	544092	555353	color=b3b1b2
HistocapSECH101_2	2888905	2900285	HistocapHCH143_2	3113931	3125253	color=b3b1b2
HistocapSECH101_2	606705	618052	HistocapHCH143_2	861803	873050	color=b3b1b2
HistocapSECH101_2	522687	533925	HistocapHCH143_2	793914	805087	color=b3b1b2
HistocapSECH101_2	5024765	5035975	HistocapHCH143_2	5458892	5470023	color=b3b1b2
HistocapSECH101_2	3048668	3059875	HistocapHCH143_2	3297844	3309069	color=b3b1b2
HistocapSECH101_2	2412257	2423402	HistocapHCH143_2	2575667	2586800	color=b3b1b2
HistocapSECH101_2	3658001	3669132	HistocapHCH143_2	3974247	3985369	color=b3b1b2
HistocapSECH101_2	4992345	5003454	HistocapHCH143_2	5426595	5437729	color=b3b1b2
HistocapSECH101_2	5094271	5105322	HistocapHCH143_2	5535133	5546164	color=b3b1b2
