class	n	total	percentage
DNA/DTA	30	17028	7.654581137346327e-4
DNA/DTC	180	352792	0.015859026242698412
DNA/DTH	10	2842	1.277561639202388e-4
DNA/DTM	411	133647	0.006007821266519407
DNA/Helitron	185	28001	0.0012587263708411704
LINE/unknown	51	42893	0.0019281650735505991
LTR/Copia	33	43256	0.0019444829790759499
LTR/Gypsy	112	132924	0.005975320314192055
LTR/unknown	1234	2909411	0.13078648438682122
Low_complexity	1458	76071	0.003419612647986096
MITE/DTM	17	8704	3.9127010934615007e-4
MITE/DTT	1	378	1.6992199142100728e-5
Simple_repeat	8192	318796	0.014330807189696147
TIR/Tc1_Mariner	28	15149	6.809916000097458e-4
Unknown	1838	1261922	0.05672706329576199
